layer,valid_mean,valid_std,valid_ci_upper,valid_ci_lower,invalid_mean,invalid_std,invalid_ci_upper,invalid_ci_lower
0,2.3238684124760813,0.18004286569276082,2.503911278168842,2.1438255467833205,2.0221116813023885,0.18552748893806723,2.207639170240456,1.8365841923643214
1,1.2020043068891997,0.14424421896350176,1.3462485258527015,1.0577600879256979,1.2154597187042235,0.16186680646881374,1.3773265251730373,1.0535929122354097
2,1.5319570039773915,0.18195550975535063,1.7139125137327422,1.3500014942220409,1.4028554910421371,0.21613814790122213,1.6189936389433592,1.186717343140915
3,1.26378682139632,0.17391283734126525,1.4376996587375852,1.0898739840550546,1.0801525916655859,0.2260260508590359,1.3061786425246218,0.8541265408065499
4,1.7113383427842872,0.21272957960663047,1.9240679223909176,1.4986087631776568,1.3751295338074365,0.23386888030673772,1.6089984141141742,1.1412606535006988
5,1.8023953205579286,0.16976699453939684,1.9721623150973255,1.6326283260185317,1.697397812604904,0.18037488652495037,1.8777726991298545,1.5170229260799537
6,2.0008468171218774,0.17715232465249384,2.177999141774371,1.8236944924693836,1.7429692828655243,0.22005595541848372,1.963025238284008,1.5229133274470406
7,2.1861877456887977,0.17499127804535738,2.361179023734155,2.0111964676434404,2.142916100025177,0.16564696836321868,2.3085630683883958,1.9772691316619584
8,1.9240511439063332,0.1578446655146032,2.0818958094209363,1.7662064783917302,1.9359339233239492,0.16492786422023448,2.1008617875441837,1.7710060591037147
9,1.849637322611623,0.1666008508374191,2.016238173449042,1.683036471774204,1.9752298851807912,0.1780468221457204,2.1532767073265116,1.797183063035071
10,1.7285149739934254,0.17918462484216846,1.9076995988355938,1.549330349151257,1.9094589233398438,0.21102956557154423,2.120488488911388,1.6984293577682996
11,1.670099743774959,0.14095046497200822,1.811050208746967,1.5291492788029508,1.7407148452599843,0.18382377108878722,1.9245386163487717,1.556891074171197
12,1.884978180581873,0.19766707003438364,2.0826452506162565,1.6873111105474894,2.076764818827311,0.1984055264311094,2.2751703452584207,1.8783592923962018
13,1.8603869421141488,0.14447138736172188,2.0048583294758706,1.715915554752427,2.0114750107129415,0.17971115031456078,2.1911861610275025,1.8317638603983808
14,1.9241107849331645,0.18807977077540794,2.1121905557085725,1.7360310141577564,2.2021226437886554,0.22622406935443304,2.4283467131430885,1.9758985744342223
15,3.0121177589738526,0.21042308562791012,3.2225408446017627,2.8016946733459425,2.6254677788416543,0.22487927113252804,2.8503470499741823,2.4005885077091262
