layer,valid_mean,valid_std,valid_ci_upper,valid_ci_lower,invalid_mean,invalid_std,invalid_ci_upper,invalid_ci_lower
0,0.7987754299842167,0.024431097058964717,0.8232065270431814,0.774344332925252,0.743925522990574,0.03517556648689091,0.7791010894774649,0.7087499565036831
1,0.9835777623700722,0.01358701557587129,0.9971647779459435,0.9699907467942009,1.0069575083177786,0.012254145905987491,1.0192116542237661,0.9947033624117911
2,0.9893969712524742,0.013588370686119898,1.0029853419385941,0.9758086005663543,1.015082828761082,0.013850298895888702,1.0289331276569706,1.0012325298651934
3,0.9922398668214173,0.016420950380538347,1.0086608172019556,0.9758189164408789,1.02322001543354,0.01704294419957563,1.0402629596331157,1.0061770712339644
4,0.9884426306384725,0.015501894909346349,1.0039445255478188,0.9729407357291261,1.0176171329764456,0.015944963986485133,1.0335620969629307,1.0016721689899606
5,0.9829876164629476,0.012933659791546027,0.9959212762544937,0.9700539566714016,1.0076340611999888,0.013390448342788032,1.0210245095427768,0.9942436128572008
6,0.979240666378039,0.012581799718491923,0.9918224660965309,0.966658866659547,1.0027132097517346,0.012275733009143856,1.0149889427608785,0.9904374767425907
7,0.9749258418396232,0.013457711612220867,0.988383553451844,0.9614681302274023,1.0000866645985047,0.01332056193589791,1.0134072265344025,0.9867661026626068
8,0.9743194211676315,0.012848058301586382,0.9871674794692179,0.9614713628660451,0.9986194203883361,0.01347468737654406,1.0120941077648802,0.985144733011792
9,0.9740956469102309,0.012612873637229892,0.9867085205474607,0.961482773273001,0.9987146590485281,0.013668288437596153,1.0123829474861241,0.9850463706109319
10,0.9776159459436579,0.011919981195224858,0.9895359271388827,0.965695964748433,1.001096527361791,0.013664935982696297,1.0147614633444875,0.9874315913790949
11,0.972045569159071,0.012871218685776037,0.984916787844847,0.959174350473295,0.9956124898202692,0.013118147481940562,1.0087306373022098,0.9824943423383287
12,0.963220123020165,0.01162100391200741,0.9748411269321724,0.9515991191081576,0.9841375933616329,0.01185691390180681,0.9959945072634396,0.9722806794598261
13,0.9639787696773452,0.009644418331944288,0.9736231880092895,0.9543343513454009,0.9800500934247223,0.010479075412835265,0.9905291688375575,0.969571018011887
14,0.9653659858614515,0.009576082948285637,0.9749420688097371,0.9557899029131659,0.9806462922262821,0.011580055450963913,0.992226347677246,0.9690662367753181
15,0.9673994953731013,0.012114735256474427,0.9795142306295758,0.9552847601166269,0.9929572620643584,0.01895262473985199,1.0119098868042105,0.9740046373245064
16,0.9578918731727357,0.01196567390230463,0.9698575470750403,0.9459261992704311,0.9841831949486171,0.02356486383051405,1.0077480587791312,0.960618331118103
17,0.9584267093607695,0.01758303753925326,0.9760097469000227,0.9408436718215162,0.9978371302168807,0.03629242129545066,1.0341295515123314,0.9615447089214301
18,0.9528995060078291,0.024221567474985148,0.9771210734828143,0.928677938532844,1.0054035501991132,0.05333965134797164,1.0587432015470848,0.9520638988511416
19,0.9432192451450199,0.02235024066715545,0.9655694858121753,0.9208690044778645,0.9938009195382026,0.052034961451101834,1.0458358809893045,0.9417659580871007
20,0.9481888122940718,0.02380676708749853,0.9719955793815703,0.9243820452065733,1.007065961344517,0.05705344061112011,1.064119401955637,0.9500125207333969
21,0.9363036915057912,0.025691499423603756,0.9619951909293949,0.9106121920821875,0.9904814608904062,0.05908602852330926,1.0495674894137155,0.931395432367097
22,0.9412251847449566,0.03132852232654894,0.9725537070715056,0.9098966624184077,1.0083178817819636,0.06850187436568683,1.0768197561476505,0.9398160074162767
23,0.9430092996263137,0.04021512076831168,0.9832244203946254,0.9027941788580021,1.0295764674944308,0.08429637364991638,1.1138728411443473,0.9452800938445144
24,0.9283418545183686,0.03268142952811419,0.9610232840464827,0.8956604249902544,0.9957283847664856,0.07249647914238108,1.0682248639088667,0.9232319056241045
25,0.9336021924780415,0.03636597193283126,0.9699681644108729,0.8972362205452102,1.0119777507912677,0.07586177639907847,1.0878395271903463,0.9361159743921893
26,0.9046794467567499,0.02574895698421517,0.9304284037409651,0.8789304897725347,0.9486117494118785,0.05799553690580147,1.00660728631768,0.890616212506077
27,0.8843440233273087,0.020131908729892234,0.9044759320572009,0.8642121145974164,0.9066361579610346,0.04654915609517062,0.9531853140562052,0.860087001865864
28,0.8777298473420708,0.018055600671849817,0.8957854480139207,0.859674246670221,0.8809845019217096,0.03675747819638475,0.9177419801180944,0.8442270237253249
29,0.8762703977290418,0.018304564743534577,0.8945749624725764,0.8579658329855072,0.8973792797351797,0.044734243999285876,0.9421135237344656,0.8526450357358939
30,0.8449694392311121,0.025646309226192862,0.8706157484573049,0.8193231300049193,0.7955024648828022,0.03176378680362722,0.8272662516864294,0.763738678079175
31,0.6284934570264405,0.010817543764575308,0.6393110007910159,0.6176759132618652,0.6199697807092673,0.01158653006333175,0.6315563107725991,0.6083832506459356
