layer,valid_mean,valid_std,valid_ci_upper,valid_ci_lower,invalid_mean,invalid_std,invalid_ci_upper,invalid_ci_lower
0,0.793174230670701,0.02959309069726926,0.8227673213679703,0.7635811399734318,0.7310751430555662,0.04100398289747309,0.7720791259530393,0.6900711601580931
1,0.9934032500746292,0.020400230796512566,1.0138034808711418,0.9730030192781166,1.0312006926255837,0.020466141039417806,1.0516668336650015,1.0107345515861659
2,0.9950036078255082,0.01915725012498971,1.014160857950498,0.9758463577005185,1.0317909903524127,0.0204723348384917,1.0522633251909044,1.011318655513921
3,0.9935584926732267,0.019355150948331772,1.0129136436215584,0.974203341724895,1.0305682023677245,0.020809018413436218,1.0513772207811607,1.0097591839542883
4,0.9869588601906033,0.016015947370762413,1.0029748075613658,0.9709429128198409,1.0175596290707043,0.01686949905458486,1.034429128125289,1.0006901300161195
5,0.9849284131138493,0.015387712917183721,1.000316126031033,0.9695407001966655,1.0128449693224888,0.015445282275784141,1.028290251598273,0.9973996870467047
6,0.9788059752798496,0.013127325764092758,0.9919333010439424,0.9656786495157568,1.00164654496703,0.01236011294439134,1.0140066579114213,0.9892864320226387
7,0.97353622945326,0.01440119006511709,0.9879374195183771,0.9591350393881429,0.9990169946628956,0.013767614935539333,1.012784609598435,0.9852493797273563
8,0.9751091510807286,0.013423875565986145,0.9885330266467147,0.9616852755147425,1.001368323120879,0.01465436399582779,1.0160226871167068,0.9867139591250512
9,0.9778452604753558,0.015053965642106025,0.9928992261174618,0.9627912948332498,1.00707471974367,0.016034828489943892,1.0231095482336139,0.9910398912537262
10,0.9732166314807774,0.013259741814839328,0.9864763732956168,0.9599568896659381,0.9968554432266254,0.012920549991487036,1.0097759932181125,0.9839348932351384
11,0.9692981842270809,0.013662416766883876,0.9829606009939648,0.9556357674601971,0.9947649993299547,0.014413024443913083,1.0091780237738677,0.9803519748860415
12,0.9728070043847012,0.011592689401455143,0.9843996937861564,0.961214314983246,0.9919632133396141,0.012185301887699576,1.0041485152273137,0.9797779114519145
13,0.967496371590253,0.01180360454080188,0.9792999761310549,0.9556927670494512,0.9882288878821868,0.014110709029482553,1.0023395969116693,0.9741181788527042
14,0.9572333108588827,0.010844121858135367,0.9680774327170181,0.9463891890007474,0.9770484529276929,0.014411222474739282,0.9914596754024322,0.9626372304529537
15,0.9417767900776347,0.011288115733079085,0.9530649058107138,0.9304886743445556,0.9653242997702508,0.02291335318042699,0.9882376529506778,0.9424109465898238
16,0.9295701294898115,0.012615829315943293,0.9421859588057548,0.9169543001738683,0.947138694651582,0.03065836121146972,0.9777970558630517,0.9164803334401123
17,0.9139379971444384,0.014776338468610867,0.9287143356130492,0.8991616586758275,0.926134870048846,0.03670797280773027,0.9628428428565763,0.8894268972411157
18,0.907894313013821,0.014938392054526028,0.922832705068347,0.8929559209592949,0.9208847950790436,0.03913101498445646,0.9600158100635001,0.8817537800945872
19,0.8720974110240269,0.02352333344011144,0.8956207444641384,0.8485740775839155,0.8650613999914528,0.04825317895735688,0.9133145789488097,0.8168082210340959
20,0.8178232405184025,0.0470290345412577,0.8648522750596602,0.7707942059771448,0.7629424916306575,0.0755644387561074,0.8385069303867649,0.6873780528745501
21,0.7849063135388475,0.06063137536205175,0.8455376889008993,0.7242749381767958,0.6911680039576242,0.0847466176436026,0.7759146216012268,0.6064213863140216
22,0.7678758542044519,0.06799622122469211,0.835872075429144,0.6998796329797599,0.6557420568921926,0.0979527280233203,0.7536947849155129,0.5577893288688722
23,0.7491102965343207,0.06862066957387429,0.817730966108195,0.6804896269604465,0.6255275197414356,0.09331270389556674,0.7188402236370024,0.5322148158458688
24,0.7537835372607897,0.06067293296235334,0.814456470223143,0.6931106042984364,0.6211269565785854,0.09601217025574203,0.7171391268343275,0.5251147863228434
25,0.7194579873116074,0.059149481590743506,0.7786074689023509,0.6603085057208639,0.6001791054450103,0.098043162326052,0.6982222677710623,0.5021359431189583
26,0.7952233714213123,0.04545647392313659,0.8406798453444488,0.7497668974981757,0.6791049984358493,0.07888560223911853,0.7579906006749678,0.6002193961967307
27,0.6263806794389155,0.012355026592121088,0.6387357060310366,0.6140256528467944,0.6216504347909495,0.013035894129407505,0.634686328920357,0.608614540661542
