layer,valid_mean,valid_std,valid_ci_upper,valid_ci_lower,invalid_mean,invalid_std,invalid_ci_upper,invalid_ci_lower
0,0.23375316090010978,0.08429482936005075,0.3180479902601605,0.14945833154005903,0.41816610706349217,0.10199035810969083,0.520156465173183,0.31617574895380135
1,0.03529769716808548,0.004637374028054739,0.03993507119614022,0.03066032314003074,0.03361749428634842,0.0050614984305863715,0.03867899271693479,0.028555995855762052
2,0.025451354924347493,0.005711780477328769,0.031163135401676263,0.019739574447018723,0.03262543691943089,0.01123709241193181,0.043862529331362705,0.02138834450749908
3,0.026538696902042084,0.004432372312876738,0.030971069214918823,0.022106324589165345,0.028438328467309475,0.006597003256865194,0.03503533172417467,0.021841325210444282
4,0.030650008022301382,0.005392212526872317,0.0360422205491737,0.025257795495429065,0.030593844285855692,0.004429008753561638,0.03502285303941733,0.026164835532294053
5,0.03842220554587903,0.009481208456688758,0.047903414002567785,0.028940997089190273,0.056874708142131566,0.014353238191431302,0.07122794633356287,0.04252146995070026
6,0.05949256479643382,0.014167397842839552,0.07365996263927337,0.045325166953594266,0.0851343347132206,0.017308688826622218,0.10244302353984282,0.06782564588659838
7,0.07610621733905433,0.0222600516066635,0.09836626894571783,0.05384616573239083,0.11524859140316646,0.027330826320106295,0.14257941772327276,0.08791776508306016
8,0.0749520171288546,0.01852073531197059,0.0934727524408252,0.05643128181688401,0.09728828050196171,0.018666876765440328,0.11595515726740205,0.07862140373652138
9,0.09503810003690132,0.02568907779278151,0.12072717782968283,0.0693490222441198,0.12557502873241902,0.028981721031726297,0.15455674976414532,0.09659330770069272
10,0.09317118560822753,0.026181848170333057,0.11935303377856059,0.06698933743789447,0.12782767253617447,0.02619224502451328,0.15401991756068775,0.10163542751166119
11,0.10806463949092023,0.03313912421885531,0.14120376370977553,0.07492551527206492,0.17473128015796344,0.03799606733673975,0.21272734749470318,0.1367352128212237
12,0.09797002075167445,0.023479067964573223,0.12144908871624767,0.07449095278710123,0.1276528851191203,0.027628300564446994,0.15528118568356727,0.1000245845546733
13,0.08795507353815166,0.027074955067306835,0.1150300286054585,0.06088011847084482,0.14013570706049602,0.03179085362445959,0.1719265606849556,0.10834485343603643
14,0.0904004688967358,0.028205987590308214,0.11860645648704402,0.06219448130642758,0.1460666017482678,0.03475812235644661,0.1808247241047144,0.11130847939182119
15,0.08213672782113025,0.03060948188044351,0.11274620970157376,0.05152724594068674,0.13441248855243126,0.0358240274922423,0.17023651604467355,0.09858846106018897
16,0.08243282685999746,0.032783387817859666,0.11521621467785713,0.0496494390421378,0.13301076737542947,0.039904127595939434,0.17291489497136892,0.09310663977949003
17,0.06176270767078771,0.036963321879851,0.09872602955063871,0.024799385790936712,0.12270747804393371,0.04061405383013751,0.16332153187407122,0.0820934242137962
18,0.05427521958269856,0.0363050810811626,0.09058030066386116,0.017970138501535962,0.12099306913713614,0.04362517520932318,0.16461824434645933,0.07736789392781296
19,0.05628919911074948,0.03430320929329408,0.09059240840404356,0.0219859898174554,0.11800629174957673,0.04067735593670074,0.15868364768627746,0.07732893581287599
20,0.051587326754513496,0.03572784736131755,0.08731517411583105,0.015859479393195944,0.11771228715777397,0.04339693730863952,0.1611092244664135,0.07431534984913446
21,0.06727063943716613,0.049058029696828376,0.1163286691339945,0.018212609740337754,0.15689244898657004,0.058183905495619886,0.21507635448218992,0.09870854349095015
22,0.060083385847218625,0.04520507251948165,0.10528845836670028,0.014878313327736974,0.14555148035287857,0.05857581427825983,0.2041272946311384,0.08697566607461873
23,0.07237325260391483,0.05093380356890666,0.12330705617282149,0.021439449035008176,0.1699110245456298,0.062313459433827906,0.23222448397945772,0.10759756511180191
24,0.0813888306548069,0.05627010259675834,0.13765893325156525,0.02511872805804856,0.19828236932555834,0.07004255993149365,0.268324929257052,0.1282398093940647
25,0.09238719978889862,0.059347034808905574,0.1517342345978042,0.03304016497999304,0.22691316501547892,0.08389714489065808,0.310810309906137,0.14301602012482084
26,0.12750264465228303,0.054241097838334675,0.1817437424906177,0.07326154681394836,0.2526339962085088,0.07419159792269293,0.3268255941312017,0.17844239828581587
27,0.32532807275072323,0.04844731038666034,0.37377538313738357,0.2768807623640629,0.4330216798186302,0.07160674746880744,0.5046284272874376,0.3614149323498228
