layer,valid_mean,valid_std,valid_ci_upper,valid_ci_lower,invalid_mean,invalid_std,invalid_ci_upper,invalid_ci_lower
0,2.1245304036450077,0.09771434871899863,2.222244752364006,2.0268160549260092,1.9927986391385397,0.14932782264605243,2.142126461784592,1.8434708164924873
1,1.7751032528165098,0.20432480091072558,1.9794280537272355,1.5707784519057841,1.3865582440296809,0.28583444997283297,1.6723926940025138,1.100723794056848
2,1.1957067742750243,0.11244409117679807,1.3081508654518224,1.0832626830982262,1.184255175391833,0.15187950399812225,1.3361346793899551,1.0323756713937107
3,0.6757320343674004,0.10830471571069789,0.7840367500780983,0.5674273186567025,0.6431388219197591,0.13688121539499212,0.7800200373147512,0.506257606524767
4,1.3754563203879766,0.1406149751133102,1.5160712955012867,1.2348413452746665,1.248550511399905,0.18886847056433567,1.4374189819642407,1.0596820408355692
5,1.4497867203378059,0.20597760679622404,1.6557643271340299,1.2438091135415819,1.2846519615252812,0.21863317948029018,1.5032851410055714,1.066018782044991
6,1.4639001794449695,0.20783500778621986,1.6717351872311894,1.2560651716587496,1.1562669909000396,0.2200219858316497,1.3762889767316893,0.9362450050683899
7,1.8410790872264218,0.151693316658429,1.9927724038848509,1.6893857705679927,1.9443792347113291,0.20543838994845348,2.1498176246597827,1.7389408447628756
8,1.8348854749233692,0.21474478557092452,2.0496302604942938,1.6201406893524446,1.568193325996399,0.23608864101750285,1.8042819670139019,1.332104684978896
9,2.0585087150722354,0.12689809567823973,2.185406810750475,1.9316106193939957,2.121767370303472,0.17896676898910419,2.3007341392925764,1.942800601314368
10,1.6931444522622343,0.16407454457073953,1.8572189968329738,1.5290699076914949,1.4876957440376282,0.18218340021799645,1.6698791442556247,1.3055123438196317
11,1.9285422973818593,0.14218558287875224,2.0707278802606117,1.7863567145031072,1.8937641549110413,0.15507488882689208,2.0488390437379334,1.7386892660841493
12,2.00452757268757,0.1334746311906436,2.1380022038782136,1.8710529414969266,1.959123861392339,0.1396327376042222,2.098756598996561,1.8194911237881168
13,2.1961013024503533,0.1742105839798533,2.3703118864302066,2.0218907184705,2.0305303188165027,0.14479257686209124,2.175322895678594,1.8857377419544115
14,2.25159596467947,0.14273655138543212,2.3943325160649023,2.108859413294038,2.2079468230406443,0.138175636413784,2.346122459454428,2.0697711866268604
15,2.224707101072584,0.12153001392353102,2.346237114996115,2.103177087149053,2.2059469342231752,0.16919178272285834,2.3751387169460334,2.036755151500317
16,2.2592173450953,0.12745069243479162,2.3866680375300917,2.131766652660508,2.288518883784612,0.1457291208689043,2.4342480046535164,2.1427897629157076
17,1.596539467960209,0.13923743549725143,1.7357769034574604,1.4573020324629575,1.7085027770201364,0.15411634794161272,1.8626191249617492,1.5543864290785236
18,2.1782407118128493,0.13837273127501185,2.3166134430878613,2.0398679805378372,2.295202030738195,0.14226562697365258,2.4374676577118475,2.152936403764542
19,1.934695030961718,0.11376630382407996,2.048461334785798,1.820928727137638,2.0605764043331147,0.1426410130960056,2.20321741742912,1.917935391237109
20,2.0168342567109443,0.12094241851111906,2.1377766752220633,1.8958918381998253,2.2411825756231942,0.15504129220783186,2.396223867831026,2.0861412834153623
21,1.804359084599978,0.14236388151489102,1.946722966114869,1.6619952030850869,2.078820989926656,0.18646646318719318,2.2652874531138494,1.8923545267394628
22,1.988313165577975,0.13940246867901196,2.127715634256987,1.848910696898963,2.2046696265538532,0.16538122109587866,2.3700508476497317,2.0392884054579747
23,2.034481136055736,0.1571473805665292,2.191628516622265,1.877333755489207,2.199490436712901,0.13796252243793547,2.3374529591508364,2.0615279142749654
24,1.9328489783522371,0.17333925667987152,2.106188235032109,1.7595097216723656,2.215300894578298,0.17085499793174666,2.386155892510045,2.0444458966465513
25,2.1116019270636817,0.15502016302324886,2.2666220900869307,1.9565817640404328,2.3714737351735433,0.15407009897469515,2.5255438341482384,2.2174036361988483
26,2.2024088703192675,0.20255301782127427,2.4049618881405417,1.9998558524979932,2.507915475765864,0.17858443777942262,2.686499913545287,2.3293310379864414
27,1.999069989501656,0.18979591541349963,2.1888659049151555,1.8092740740881563,2.272484920422236,0.17205681360372838,2.4445417340259645,2.100428106818508
28,2.288053800533344,0.15258258701528027,2.4406363875486243,2.135471213518064,2.45026775598526,0.12867020238866247,2.5789379583739223,2.3215975535965976
29,2.3532675535647902,0.10332741751337614,2.4565949710781663,2.249940136051414,2.319538188378016,0.13041630447950844,2.4499544928575245,2.1891218838985074
30,2.710622200718174,0.10439523909662718,2.815017439814801,2.6062269616215468,2.6187001037597657,0.11558822359220995,2.7342883273519756,2.503111880167556
31,3.012358970456309,0.1886324201242842,3.2009913905805933,2.8237265503320246,2.6477444330851236,0.21952461134543588,2.8672690444305595,2.4282198217396878
